accuracy,auc_macro,auc_micro,f1_binary,f1_macro,f1_micro,r2,threshold,num_features,test_fold_i,train_r2,lambda_,max_features,split_version
0.9117647058823529,0.9662053056516724,0.9662053056516724,0.8888888888888888,0.9078590785907859,0.9117647058823528,0.6235294117647059,0.5,1,0,0.7672180000000001,0.003,9,0
0.9632352941176471,0.9833910034602076,0.9833910034602076,0.9504950495049505,0.9606276417115396,0.9632352941176471,0.8431372549019608,0.5,2,0,0.900277,0.003,9,0
0.9338235294117647,0.9761245674740485,0.9761245674740485,0.9072164948453608,0.9278939617083948,0.9338235294117647,0.7176470588235294,0.714286,3,0,0.9851040000000001,0.003,9,0
0.9558823529411765,0.9763552479815456,0.9763552479815456,0.9400000000000001,0.9525581395348837,0.9558823529411765,0.8117647058823529,0.5,4,0,0.9947870000000001,0.003,9,0
0.375,0.9763552479815456,0.9763552479815456,0.5454545454545454,0.2727272727272727,0.375,-1.6666666666666665,0.0,5,0,1.0,0.003,9,0
0.8540145985401459,0.8803782505910166,0.8803782505910166,0.8,0.842528735632184,0.8540145985401459,0.3522458628841607,0.5,1,1,0.768247,0.003,9,0
0.9124087591240876,0.9353427895981087,0.9353427895981087,0.875,0.9037921348314608,0.9124087591240876,0.6113475177304963,0.571429,2,1,0.8949299999999999,0.003,9,0
0.927007299270073,0.9306146572104019,0.9306146572104019,0.891304347826087,0.9181796464405161,0.927007299270073,0.6761229314420804,0.666667,3,1,0.9689209999999999,0.003,9,0
0.9416058394160584,0.9335697399527187,0.9335697399527187,0.9130434782608695,0.9345437171524127,0.9416058394160584,0.7408983451536643,0.5,4,1,0.9922469999999999,0.003,9,0
0.927007299270073,0.9335697399527187,0.9335697399527187,0.8863636363636364,0.9163000977517106,0.927007299270073,0.6761229314420804,1.0,5,1,0.997416,0.003,9,0
0.9117647058823529,0.9634868421052633,0.9634868421052633,0.9,0.9105263157894736,0.9117647058823528,0.6421052631578947,0.473684,1,2,0.7697069999999999,0.003,9,0
0.9485294117647058,0.968859649122807,0.968859649122807,0.943089430894309,0.9480547825612484,0.9485294117647058,0.7912280701754386,0.5,2,2,0.894651,0.003,9,0
0.9558823529411765,0.961732456140351,0.961732456140351,0.9500000000000001,0.9552631578947368,0.9558823529411765,0.8210526315789474,0.666667,3,2,0.962774,0.003,9,0
0.4411764705882353,0.9535087719298246,0.9535087719298246,0.6122448979591837,0.30612244897959184,0.4411764705882353,-1.2666666666666666,0.0,4,2,0.982397,0.003,9,0
0.927007299270073,0.9546106067845198,0.9546106067845198,0.8979591836734695,0.9205705009276438,0.927007299270073,0.672718585762064,0.459459,1,3,0.775953,0.003,9,0
0.9343065693430657,0.9400382226469184,0.9400382226469184,0.9010989010989011,0.9259592866150244,0.9343065693430657,0.7054467271858575,0.666667,2,3,0.918242,0.003,9,0
0.9124087591240876,0.9014572384137602,0.9014572384137602,0.8636363636363636,0.8995601173020529,0.9124087591240876,0.6072623029144768,0.75,3,3,0.9718760000000001,0.003,9,0
0.9124087591240876,0.9014572384137602,0.9014572384137602,0.8636363636363636,0.8995601173020529,0.9124087591240876,0.6072623029144768,1.0,4,3,0.9847670000000001,0.003,9,0
0.9117647058823529,0.9647058823529412,0.9647058823529412,0.8888888888888888,0.9078590785907859,0.9117647058823528,0.6235294117647059,0.5,1,0,0.768861,0.001,9,0
0.9632352941176471,0.9845444059976932,0.9845444059976932,0.9504950495049505,0.9606276417115396,0.9632352941176471,0.8431372549019608,0.5,2,0,0.908967,0.001,9,0
0.9632352941176471,0.9768166089965399,0.9768166089965399,0.9504950495049505,0.9606276417115396,0.9632352941176471,0.8431372549019608,0.333333,3,0,0.993049,0.001,9,0
0.375,0.9768166089965399,0.9768166089965399,0.5454545454545454,0.2727272727272727,0.375,-1.6666666666666665,0.0,4,0,1.0,0.001,9,0
0.8540145985401459,0.9002364066193853,0.9002364066193853,0.8,0.842528735632184,0.8540145985401459,0.3522458628841607,0.5,1,1,0.771044,0.001,9,0
0.9343065693430657,0.9472813238770685,0.9472813238770685,0.9010989010989012,0.9259592866150244,0.9343065693430657,0.7085106382978723,0.6,2,1,0.899739,0.001,9,0
0.9197080291970803,0.9495271867612293,0.9495271867612293,0.8791208791208791,0.9095057947516964,0.9197080291970803,0.6437352245862884,0.666667,3,1,0.9784200000000001,0.001,9,0
0.927007299270073,0.9502364066193854,0.9502364066193854,0.891304347826087,0.9181796464405161,0.927007299270073,0.6761229314420804,0.5,4,1,0.9853120000000001,0.001,9,0
0.8978102189781022,0.9502364066193854,0.9502364066193854,0.8333333333333334,0.8798245614035087,0.8978102189781021,0.5465721040189124,1.0,5,1,0.990481,0.001,9,0
0.9117647058823529,0.9634868421052633,0.9634868421052633,0.9,0.9105263157894736,0.9117647058823528,0.6421052631578947,0.473684,1,2,0.7697069999999999,0.001,9,0
0.9485294117647058,0.968859649122807,0.968859649122807,0.943089430894309,0.9480547825612484,0.9485294117647058,0.7912280701754386,0.5,2,2,0.894651,0.001,9,0
0.9558823529411765,0.961732456140351,0.961732456140351,0.9500000000000001,0.9552631578947368,0.9558823529411765,0.8210526315789474,0.666667,3,2,0.962774,0.001,9,0
0.4411764705882353,0.9535087719298246,0.9535087719298246,0.6122448979591837,0.30612244897959184,0.4411764705882353,-1.2666666666666666,0.0,4,2,0.982397,0.001,9,0
0.927007299270073,0.9546106067845198,0.9546106067845198,0.8979591836734695,0.9205705009276438,0.927007299270073,0.672718585762064,0.459459,1,3,0.775953,0.001,9,0
0.9343065693430657,0.9400382226469184,0.9400382226469184,0.9010989010989011,0.9259592866150244,0.9343065693430657,0.7054467271858575,0.666667,2,3,0.918242,0.001,9,0
0.9124087591240876,0.9014572384137602,0.9014572384137602,0.8636363636363636,0.8995601173020529,0.9124087591240876,0.6072623029144768,0.75,3,3,0.9718760000000001,0.001,9,0
0.9124087591240876,0.9014572384137602,0.9014572384137602,0.8636363636363636,0.8995601173020529,0.9124087591240876,0.6072623029144768,1.0,4,3,0.9847670000000001,0.001,9,0
0.9117647058823529,0.9647058823529412,0.9647058823529412,0.8888888888888888,0.9078590785907859,0.9117647058823528,0.6235294117647059,0.5,1,0,0.769324,0.0003,9,0
0.9558823529411765,0.9700115340253749,0.9700115340253749,0.9400000000000001,0.9525581395348837,0.9558823529411765,0.8117647058823529,0.571429,2,0,0.902639,0.0003,9,0
0.9485294117647058,0.9572087658592849,0.9572087658592849,0.9292929292929293,0.9444152507736323,0.9485294117647058,0.7803921568627451,0.333333,3,0,0.9819829999999999,0.0003,9,0
0.375,0.9572087658592849,0.9572087658592849,0.5454545454545454,0.2727272727272727,0.375,-1.6666666666666665,0.0,4,0,0.988934,0.0003,9,0
0.8540145985401459,0.8944444444444445,0.8944444444444445,0.8,0.842528735632184,0.8540145985401459,0.3522458628841607,0.5,1,1,0.771654,0.0003,9,0
0.9124087591240876,0.9429078014184397,0.9429078014184397,0.875,0.9037921348314608,0.9124087591240876,0.6113475177304963,0.5,2,1,0.902011,0.0003,9,0
0.9343065693430657,0.9501182033096927,0.9501182033096927,0.9032258064516129,0.9267510247727677,0.9343065693430657,0.7085106382978723,0.5,3,1,0.975836,0.0003,9,0
0.8759124087591241,0.9505910165484633,0.9505910165484633,0.8,0.855026455026455,0.8759124087591241,0.44940898345153657,1.0,4,1,0.993065,0.0003,9,0
0.9117647058823529,0.9626096491228071,0.9626096491228071,0.9,0.9105263157894736,0.9117647058823528,0.6421052631578947,0.473684,1,2,0.7707149999999999,0.0003,9,0
0.9485294117647058,0.9665570175438597,0.9665570175438597,0.943089430894309,0.9480547825612484,0.9485294117647058,0.7912280701754386,0.5,2,2,0.893819,0.0003,9,0
0.9485294117647058,0.9622807017543861,0.9622807017543861,0.9421487603305784,0.9478955722182694,0.9485294117647058,0.7912280701754386,0.5,3,2,0.9574729999999999,0.0003,9,0
0.4411764705882353,0.9540570175438596,0.9540570175438596,0.6122448979591837,0.30612244897959184,0.4411764705882353,-1.2666666666666666,0.0,4,2,0.9753129999999999,0.0003,9,0
0.927007299270073,0.9530578117534639,0.9530578117534639,0.8979591836734695,0.9205705009276438,0.927007299270073,0.672718585762064,0.459459,1,3,0.7767729999999999,0.0003,9,0
0.9343065693430657,0.9413521261347348,0.9413521261347348,0.9010989010989011,0.9259592866150244,0.9343065693430657,0.7054467271858575,0.666667,2,3,0.9221799999999999,0.0003,9,0
0.9124087591240876,0.9055183946488294,0.9055183946488294,0.8604651162790697,0.8983176645225136,0.9124087591240876,0.6072623029144768,0.75,3,3,0.9718760000000001,0.0003,9,0
0.9124087591240876,0.9055183946488294,0.9055183946488294,0.8604651162790697,0.8983176645225136,0.9124087591240876,0.6072623029144768,1.0,4,3,0.9847670000000001,0.0003,9,0
0.9117647058823529,0.9647058823529412,0.9647058823529412,0.8888888888888888,0.9078590785907859,0.9117647058823528,0.6235294117647059,0.5,1,0,0.769324,0.0001,9,0
0.9558823529411765,0.9700115340253749,0.9700115340253749,0.9400000000000001,0.9525581395348837,0.9558823529411765,0.8117647058823529,0.571429,2,0,0.902639,0.0001,9,0
0.9485294117647058,0.9572087658592849,0.9572087658592849,0.9292929292929293,0.9444152507736323,0.9485294117647058,0.7803921568627451,0.333333,3,0,0.9819829999999999,0.0001,9,0
0.375,0.9572087658592849,0.9572087658592849,0.5454545454545454,0.2727272727272727,0.375,-1.6666666666666665,0.0,4,0,0.988934,0.0001,9,0
0.8540145985401459,0.8944444444444445,0.8944444444444445,0.8,0.842528735632184,0.8540145985401459,0.3522458628841607,0.5,1,1,0.771654,0.0001,9,0
0.9124087591240876,0.9429078014184397,0.9429078014184397,0.875,0.9037921348314608,0.9124087591240876,0.6113475177304963,0.5,2,1,0.902011,0.0001,9,0
0.9343065693430657,0.9501182033096927,0.9501182033096927,0.9032258064516129,0.9267510247727677,0.9343065693430657,0.7085106382978723,0.5,3,1,0.975836,0.0001,9,0
0.8759124087591241,0.9505910165484633,0.9505910165484633,0.8,0.855026455026455,0.8759124087591241,0.44940898345153657,1.0,4,1,0.993065,0.0001,9,0
0.9117647058823529,0.9626096491228071,0.9626096491228071,0.9,0.9105263157894736,0.9117647058823528,0.6421052631578947,0.473684,1,2,0.7707149999999999,0.0001,9,0
0.9485294117647058,0.9665570175438597,0.9665570175438597,0.943089430894309,0.9480547825612484,0.9485294117647058,0.7912280701754386,0.5,2,2,0.8938879999999999,0.0001,9,0
0.9485294117647058,0.9622807017543861,0.9622807017543861,0.9421487603305784,0.9478955722182694,0.9485294117647058,0.7912280701754386,0.5,3,2,0.9574600000000001,0.0001,9,0
0.4411764705882353,0.9540570175438596,0.9540570175438596,0.6122448979591837,0.30612244897959184,0.4411764705882353,-1.2666666666666666,0.0,4,2,0.9753,0.0001,9,0
0.927007299270073,0.9530578117534639,0.9530578117534639,0.8979591836734695,0.9205705009276438,0.927007299270073,0.672718585762064,0.459459,1,3,0.7767729999999999,0.0001,9,0
0.9343065693430657,0.9413521261347348,0.9413521261347348,0.9010989010989011,0.9259592866150244,0.9343065693430657,0.7054467271858575,0.666667,2,3,0.9221799999999999,0.0001,9,0
0.9124087591240876,0.9055183946488294,0.9055183946488294,0.8604651162790697,0.8983176645225136,0.9124087591240876,0.6072623029144768,0.75,3,3,0.9718760000000001,0.0001,9,0
0.9124087591240876,0.9055183946488294,0.9055183946488294,0.8604651162790697,0.8983176645225136,0.9124087591240876,0.6072623029144768,1.0,4,3,0.9847670000000001,0.0001,9,0
0.9117647058823529,0.9647058823529412,0.9647058823529412,0.8888888888888888,0.9078590785907859,0.9117647058823528,0.6235294117647059,0.5,1,0,0.769324,3e-05,9,0
0.9558823529411765,0.9700115340253749,0.9700115340253749,0.9400000000000001,0.9525581395348837,0.9558823529411765,0.8117647058823529,0.571429,2,0,0.902639,3e-05,9,0
0.9485294117647058,0.9572087658592849,0.9572087658592849,0.9292929292929293,0.9444152507736323,0.9485294117647058,0.7803921568627451,0.333333,3,0,0.9819829999999999,3e-05,9,0
0.375,0.9572087658592849,0.9572087658592849,0.5454545454545454,0.2727272727272727,0.375,-1.6666666666666665,0.0,4,0,0.988934,3e-05,9,0
0.8540145985401459,0.8944444444444445,0.8944444444444445,0.8,0.842528735632184,0.8540145985401459,0.3522458628841607,0.5,1,1,0.771746,3e-05,9,0
0.9197080291970803,0.9393617021276595,0.9393617021276595,0.8865979381443299,0.9122255227444813,0.9197080291970803,0.6437352245862884,0.5,2,1,0.894395,3e-05,9,0
0.9343065693430657,0.9304964539007091,0.9304964539007091,0.9032258064516129,0.9267510247727677,0.9343065693430657,0.7085106382978723,0.5,3,1,0.97583,3e-05,9,0
0.8832116788321168,0.9309692671394798,0.9309692671394798,0.813953488372093,0.8644235526966848,0.8832116788321168,0.4817966903073285,1.0,4,1,0.993059,3e-05,9,0
0.9117647058823529,0.9626096491228071,0.9626096491228071,0.9,0.9105263157894736,0.9117647058823528,0.6421052631578947,0.473684,1,2,0.770774,3e-05,9,0
0.9485294117647058,0.9665570175438597,0.9665570175438597,0.943089430894309,0.9480547825612484,0.9485294117647058,0.7912280701754386,0.5,2,2,0.902451,3e-05,9,0
0.9558823529411765,0.9622807017543861,0.9622807017543861,0.9500000000000001,0.9552631578947368,0.9558823529411765,0.8210526315789474,0.666667,3,2,0.9824360000000001,3e-05,9,0
0.4411764705882353,0.9626096491228071,0.9626096491228071,0.6122448979591837,0.30612244897959184,0.4411764705882353,-1.2666666666666666,0.0,4,2,0.9895719999999999,3e-05,9,0
0.927007299270073,0.9530578117534639,0.9530578117534639,0.8979591836734695,0.9205705009276438,0.927007299270073,0.672718585762064,0.459459,1,3,0.7767729999999999,3e-05,9,0
0.9343065693430657,0.9413521261347348,0.9413521261347348,0.9010989010989011,0.9259592866150244,0.9343065693430657,0.7054467271858575,0.666667,2,3,0.9221799999999999,3e-05,9,0
0.9124087591240876,0.9055183946488294,0.9055183946488294,0.8604651162790697,0.8983176645225136,0.9124087591240876,0.6072623029144768,0.75,3,3,0.9718760000000001,3e-05,9,0
0.9124087591240876,0.9055183946488294,0.9055183946488294,0.8604651162790697,0.8983176645225136,0.9124087591240876,0.6072623029144768,1.0,4,3,0.9847670000000001,3e-05,9,0
0.9117647058823529,0.9647058823529412,0.9647058823529412,0.8888888888888888,0.9078590785907859,0.9117647058823528,0.6235294117647059,0.5,1,0,0.769343,1e-05,9,0
0.9558823529411765,0.9746251441753172,0.9746251441753172,0.9400000000000001,0.9525581395348837,0.9558823529411765,0.8117647058823529,0.5,2,0,0.9213629999999999,1e-05,9,0
0.9411764705882353,0.9572087658592849,0.9572087658592849,0.9183673469387754,0.9361951677222613,0.9411764705882353,0.7490196078431373,0.666667,3,0,0.993049,1e-05,9,0
0.375,0.9572087658592849,0.9572087658592849,0.5454545454545454,0.2727272727272727,0.375,-1.6666666666666665,0.0,4,0,1.0,1e-05,9,0
0.8540145985401459,0.8944444444444445,0.8944444444444445,0.8,0.842528735632184,0.8540145985401459,0.3522458628841607,0.5,1,1,0.771746,1e-05,9,0
0.9197080291970803,0.9393617021276595,0.9393617021276595,0.8865979381443299,0.9122255227444813,0.9197080291970803,0.6437352245862884,0.5,2,1,0.894395,1e-05,9,0
0.9343065693430657,0.9304964539007091,0.9304964539007091,0.9032258064516129,0.9267510247727677,0.9343065693430657,0.7085106382978723,0.5,3,1,0.97583,1e-05,9,0
0.8832116788321168,0.9309692671394798,0.9309692671394798,0.813953488372093,0.8644235526966848,0.8832116788321168,0.4817966903073285,1.0,4,1,0.993059,1e-05,9,0
0.9117647058823529,0.9626096491228071,0.9626096491228071,0.9,0.9105263157894736,0.9117647058823528,0.6421052631578947,0.473684,1,2,0.770774,1e-05,9,0
0.9485294117647058,0.9665570175438597,0.9665570175438597,0.943089430894309,0.9480547825612484,0.9485294117647058,0.7912280701754386,0.5,2,2,0.902451,1e-05,9,0
0.9558823529411765,0.9622807017543861,0.9622807017543861,0.9500000000000001,0.9552631578947368,0.9558823529411765,0.8210526315789474,0.666667,3,2,0.9824360000000001,1e-05,9,0
0.4411764705882353,0.9626096491228071,0.9626096491228071,0.6122448979591837,0.30612244897959184,0.4411764705882353,-1.2666666666666666,0.0,4,2,0.9895719999999999,1e-05,9,0
0.927007299270073,0.9530578117534639,0.9530578117534639,0.8979591836734695,0.9205705009276438,0.927007299270073,0.672718585762064,0.459459,1,3,0.7767729999999999,1e-05,9,0
0.9343065693430657,0.9413521261347348,0.9413521261347348,0.9010989010989011,0.9259592866150244,0.9343065693430657,0.7054467271858575,0.666667,2,3,0.9221799999999999,1e-05,9,0
0.9124087591240876,0.9055183946488294,0.9055183946488294,0.8604651162790697,0.8983176645225136,0.9124087591240876,0.6072623029144768,0.75,3,3,0.9718760000000001,1e-05,9,0
0.9124087591240876,0.9055183946488294,0.9055183946488294,0.8604651162790697,0.8983176645225136,0.9124087591240876,0.6072623029144768,1.0,4,3,0.9847670000000001,1e-05,9,0
0.8897058823529411,0.9520531400966183,0.9520531400966183,0.8543689320388349,0.8828057677945653,0.8897058823529411,0.5072463768115942,0.515152,1,0,0.789247,0.003,9,1
0.9264705882352942,0.957487922705314,0.957487922705314,0.9,0.9209302325581395,0.9264705882352942,0.6714975845410629,0.5,2,0,0.937211,0.003,9,1
0.9338235294117647,0.9621980676328503,0.9621980676328503,0.9052631578947369,0.9272078501338092,0.9338235294117647,0.7043478260869566,0.666667,3,0,0.984554,0.003,9,1
0.9485294117647058,0.9636473429951691,0.9636473429951691,0.9278350515463919,0.943917525773196,0.9485294117647058,0.770048309178744,0.5,4,0,0.993135,0.003,9,1
0.3382352941176471,0.9636473429951691,0.9636473429951691,0.5054945054945055,0.25274725274725274,0.3382352941176471,-1.9565217391304346,0.0,5,0,0.9982840000000001,0.003,9,1
0.8978102189781022,0.9708045977011495,0.9708045977011495,0.8703703703703703,0.8930165104863901,0.8978102189781021,0.5590804597701149,0.484848,1,1,0.7752760000000001,0.003,9,1
0.927007299270073,0.9212643678160919,0.9212643678160919,0.9038461538461539,0.9225113122171946,0.927007299270073,0.6850574712643678,0.666667,2,1,0.921168,0.003,9,1
0.927007299270073,0.9271264367816092,0.9271264367816092,0.9038461538461539,0.9225113122171946,0.927007299270073,0.6850574712643678,0.5,3,1,0.97483,0.003,9,1
0.9124087591240876,0.9278160919540229,0.9278160919540229,0.8823529411764707,0.9062927496580028,0.9124087591240876,0.6220689655172413,1.0,4,1,1.0,0.003,9,1
0.9191176470588235,0.9721296913168999,0.9721296913168999,0.9075630252100839,0.9178338001867412,0.9191176470588235,0.6677770375305352,0.483871,1,2,0.758786,0.003,9,1
0.9705882352941176,0.9771263602043083,0.9771263602043083,0.9642857142857142,0.969642857142857,0.9705882352941176,0.8791916500111037,0.6,2,2,0.8975139999999999,0.003,9,1
0.9632352941176471,0.9717965800577393,0.9717965800577393,0.954954954954955,0.9619495271669185,0.9632352941176471,0.8489895625138797,0.5,3,2,0.9691489999999999,0.003,9,1
0.41911764705882354,0.9578059071729959,0.9578059071729959,0.5906735751295337,0.29533678756476683,0.41911764705882354,-1.3859649122807016,0.0,4,2,0.999449,0.003,9,1
0.927007299270073,0.9764021887824897,0.9764021887824897,0.9038461538461539,0.9225113122171945,0.927007299270073,0.6876424988600092,0.486486,1,3,0.750692,0.003,9,1
0.9781021897810219,0.9783401732786139,0.9783401732786139,0.9696969696969697,0.9762770562770562,0.9781021897810219,0.9062927496580028,0.666667,2,3,0.864232,0.003,9,1
0.9562043795620438,0.9679662562699498,0.9679662562699498,0.9400000000000001,0.9527586206896552,0.9562043795620438,0.8125854993160054,0.5,3,3,0.9448059999999999,0.003,9,1
0.9562043795620438,0.9631782945736435,0.9631782945736435,0.9400000000000001,0.9527586206896552,0.9562043795620438,0.8125854993160054,0.5,4,3,0.985083,0.003,9,1
0.9416058394160584,0.9631782945736435,0.9631782945736435,0.9166666666666665,0.9358614232209737,0.9416058394160584,0.7501139990880072,1.0,5,3,0.9903040000000001,0.003,9,1
0.8897058823529411,0.9520531400966183,0.9520531400966183,0.8543689320388349,0.8828057677945653,0.8897058823529411,0.5072463768115942,0.515152,1,0,0.789247,0.001,9,1
0.9264705882352942,0.957487922705314,0.957487922705314,0.9,0.9209302325581395,0.9264705882352942,0.6714975845410629,0.5,2,0,0.937211,0.001,9,1
0.9338235294117647,0.9621980676328503,0.9621980676328503,0.9052631578947369,0.9272078501338092,0.9338235294117647,0.7043478260869566,0.666667,3,0,0.984554,0.001,9,1
0.9485294117647058,0.9636473429951691,0.9636473429951691,0.9278350515463919,0.943917525773196,0.9485294117647058,0.770048309178744,0.5,4,0,0.993135,0.001,9,1
0.3382352941176471,0.9636473429951691,0.9636473429951691,0.5054945054945055,0.25274725274725274,0.3382352941176471,-1.9565217391304346,0.0,5,0,0.9982840000000001,0.001,9,1
0.8978102189781022,0.9696551724137932,0.9696551724137932,0.8703703703703703,0.8930165104863901,0.8978102189781021,0.5590804597701149,0.484848,1,1,0.778014,0.001,9,1
0.927007299270073,0.9208045977011493,0.9208045977011493,0.9038461538461539,0.9225113122171946,0.927007299270073,0.6850574712643678,0.5,2,1,0.934298,0.001,9,1
0.9124087591240876,0.9198850574712644,0.9198850574712644,0.8867924528301886,0.9076819407008085,0.9124087591240876,0.6220689655172413,0.5,3,1,0.976103,0.001,9,1
0.8978102189781022,0.9121839080459769,0.9121839080459769,0.8627450980392156,0.8906748746010031,0.8978102189781021,0.5590804597701149,1.0,4,1,0.9943299999999999,0.001,9,1
